Title;Primary hostaddress;Host in cluster;Running on host / cluster;CMDB status;Operating system
GEUVW10-08.user.bev.int;10.6.9.68;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-09.user.bev.int;10.6.9.69;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-11.user.bev.int;10.6.9.71;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW10-12.user.bev.int;10.6.9.72;RZ1-ESX-41;CL_BEU;in operation;Windows 10 Pro
GEUVW10-14.user.bev.int;10.6.9.74;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 10 Pro
GEUVW7-01.user.bev.int;10.70.155.35;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-03.user.bev.int;10.70.155.37;RZ1-ESX-41;CL_BEU;in operation;Windows 7 Professional
GEUVW7-04.user.bev.int;10.70.155.38;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-05.user.bev.int;10.70.155.39;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-09.user.bev.int;10.70.155.43;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-11.user.bev.int;10.70.155.47;;;in operation;Windows 7
GEUVW7-21.user.bev.int;10.70.155.21;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-22.user.bev.int;10.70.155.22;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-23.user.bev.int;;;;in operation;Windows 7
GEUVW7-24.user.bev.int;10.70.155.24;;;in operation;Windows 7
GEUVW7-25;10.70.155.25;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-27;;;;in operation;Windows 7
GEUVW7-28.user.bev.int;10.70.155.45;;;in operation;Windows 7
GEUVW7-29.user.bev.int;10.70.155.46;;;in operation;Windows 7
GEUVW7-31.user.bev.int;10.70.155.31;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-32.user.bev.int;10.70.155.32;rz2-esx-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-33;;RZ1-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-48.user.bev.int;10.70.155.48;RZ1-ESX-51.bev.int;CL_BEU;in operation;Windows 7
GEUVW7-49.user.bev.int;10.70.155.49;RZ2-ESX-41;CL_BEU;in operation;Windows 7
GEUVW7-50.user.bev.int;10.70.155.50;RZ1-ESX-41;CL_BEU;in operation;Windows 7
GRUPU-1;;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
GRUPU-2;10.1.42.52;RZ1-ESX-39;CL_WEB;in operation;CentOS Linux 7.9.2009
GRUPU-3;;;;in operation;CentOS Linux 7.9.2009
HPE-OV4VC;;RZ1-ESX-50;CL_PU;in operation;CentOS
HPE-RDA-01;10.1.38.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
HPEXP8RAID-01.bev.int;;;;in operation;Windows Server 2019 Datacenter
HPEXP8RAID-02.bev.int;;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
HPEXPIMS-01.bev.int;10.3.100.70;RZ1-ESX-33;CL_PU;in operation;Oracle Linux 9
HPEXPPA-01.bev.int;;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019 Datacenter
HVV-01;10.1.33.70;RZ2-ESX-56.bev.int;CL_DMZ-TU;in operation;Rocky Linux 9.5
IGELUMS-01.bev.int;10.2.9.11;;;in operation;Windows Server 2019 Datacenter
IGELUMS-02.bev.int;10.2.9.9;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
igelums-03.bev.int;10.2.9.12;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Standard
insightvm-01;10.1.51.111;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
INTCLOUD-01;10.2.5.35;;;in operation;Rocky Linux 9.5
intdocx-01.bev.int;10.2.5.36;RZ1-ESX-32;CL_PU;in operation;Rocky Linux 9.6
KUTEST-01;10.2.8.95;RZ1-ESX-50;CL_PU;in operation;Rocky Linux 9.4
KUTEST-02;10.2.8.96;RZ2-ESX-31;CL_PU;in operation;CentOS 4/5
KUTEST-03;10.2.8.97;RZ2-ESX-33;CL_PU;in operation;Rocky Linux 9.4
LEHRORC-01;10.70.2.214;RZ2-ESX-47;CL_DB;in operation;Oracle Linux Server 8.8
logger02;10.1.51.99;;;in operation;
LZZ-05.bev.int;10.2.8.17;;;in operation;Windows Server 2019 Datacenter
messplatz;10.122.73.33;RZ2-ESX-36;CL_DMZ;in operation;CentOS 4/5/6
MMAPP-01;10.1.11.31;RZ2-ESX-59;CL_WEB;in operation;CentOS 4/5
MMAPP-02;10.1.11.131;;;in operation;CentOS 4/5
mmdb.bev.gv.at;;RZ1-ESX-34;CL_PU;in operation;CentOS 6.10
MOODLETEST;;RZ1-ESX-34;CL_PU;in operation;CentOS
MST-O2010.bev.int;;;;in operation;Windows Server 2008 R2
MST-OXXXX.bev.int;;;;in operation;Windows Server 2008 R2
NAGIOS-02;10.1.51.32;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.4
NETBEAM-02.bev.int;10.1.41.41;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019 Datacenter
NEXUS-1;;RZ1-ESX-34;CL_PU;in operation;Rocky Linux 8.5
NGXStreaming;;RZ1-ESX-34;CL_PU;in operation;CentOS
NPS-01.bev.int;10.2.6.41;;;in operation;Windows Server 2019 Datacenter
OL9x;;RZ1-ESX-34;CL_PU;in operation;Oracle Linux 4/5
OracleLinux-8;;RZ1-ESX-31;CL_PU;in operation;Oracle Linux 4/5
OVBACKUP-01;10.3.6.30;RZ1-ESX-32;CL_PU;in operation;CentOS 4/5
PGR-01;;RZ2-ESX-37;CL_DMZ;in operation;CentOS Linux 7.9.2009
PGSEU-01;10.70.1.51;RZ1-ESX-51.bev.int;CL_BEU;in operation;Rocky Linux 9.6
pgseu-01.beu.local;10.70.1.51;RZ2-ESX-41;CL_BEU;in operation;CentOS Linux 7.6.1810
photon-machine;10.2.7.211;;;in operation;Other 3.x Linux
photon-machine;10.2.7.205;;;in operation;Other 3.x Linux
photon-machine;10.2.7.206;RZ1-ESX-29;CL-CTX;in operation;Other 3.x Linux
photon-machine;10.2.7.199;;;in operation;Other 3.x Linux
photon-machine;10.2.7.209;;;in operation;Other 3.x Linux
photon-machine;10.2.7.213;;;in operation;Other 3.x Linux
photon-machine;10.2.7.214;;;in operation;Other 3.x Linux
photon-machine;10.2.7.202;;;in operation;Other 3.x Linux
photon-machine;10.2.7.212;;;in operation;Other 3.x Linux
photon-machine;10.2.7.219;;;in operation;Other 3.x Linux
photon-machine;10.2.7.210;;;in operation;Other 3.x Linux
photon-machine;10.2.7.198;;;in operation;Other 3.x Linux
PortalTemp;;RZ1-ESX-31;CL_PU;in operation;CentOS
PUKO-TEST;;RZ1-ESX-32;CL_PU;in operation;CentOS
puloginsight.bev.int;10.2.9.126;RZ1-ESX-34;CL_PU;in operation;SuSE Linux Enterprise Server 11
PVAMA-01;10.1.29.31;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
PVAMA-02;10.1.29.131;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
PVS-W7-02;;RZ1-ESX-41;CL_BEU;in operation;Windows 7
QUOWIT-01;10.3.100.15;rz1-esx-16;standalone;in operation;CentOS Linux 7.7.1908
remotesec02;10.1.41.12;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RH-7x;;RZ1-ESX-32;CL_PU;in operation;Red Hat Enterprise Linux 6
RHEL9x;;RZ1-ESX-31;CL_PU;in operation;CentOS
RL8-9;;RZ1-ESX-32;CL_PU;in operation;CentOS
rl8x;;RZ2-ESX-31;CL_PU;in operation;CentOS 4/5
RL9x;;RZ2-ESX-50;CL_PU;in operation;Rocky Linux
RL9x-G73;;RZ2-ESX-50;CL_PU;in operation;Rocky Linux
RL9x-XFCE;;RZ2-ESX-50;CL_PU;in operation;CentOS 4/5
RZ-ADD-01.bev.int;10.2.8.107;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-ADI-01.ega.local;10.1.33.40;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZ-BEUGIS-01.beu.local;10.70.1.32;RZ2-ESX-41;CL_BEU;in operation;Windows Server 2016
RZ-ETUADI-01.egatest.local;10.6.7.40;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
rz-etuapp-01.egatest.local;10.6.7.62;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ-ETUIMP-01.egatest.local;10.6.7.69;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz-etumap-01.egatest.local;10.6.7.63;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ-ETUSOC-01.egatest.local;10.6.7.45;RZ1-ESX-36;CL_DMZ;in operation;Windows
RZ-ETUSOC-02.egatest.local;10.6.7.46;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ-FME-01.bev.int;10.2.11.4;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-FME-02.bev.int;10.2.11.5;;;in operation;Windows Server 2019 Datacenter
RZ-IMC-01.bev.int;10.2.5.224;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-STCENT-01.bev.int;10.2.5.60;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZ-STROB1-01.bev.int;10.2.5.61;;;in operation;Windows Server 2019 Datacenter
RZ-STWFST-01.bev.int;10.2.5.62;;;in operation;Windows Server 2019 Datacenter
RZ0-FIL-30.bev.int;10.2.2.130;RZ1-ESX-31;CL_PU;in operation;Windows Server 2016
RZ0-FIL-50.bev.int;10.2.2.3;RZ2-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ0-FIL-51.bev.int;10.2.2.4;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZ0-FIL-90.bev.int;10.2.2.90;RZ2-ESX-50;CL_PU;in operation;Windows Server 2019 Datacenter
rz0-ort-01.ega.local;10.1.33.61;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-ADS-01.bev.int;10.2.10.3;rz1-esx-16;standalone;in operation;Windows Server 2008 R2 Standard
RZ1-ADS-03.bev.int;;RZ1-ESX-32;CL_PU;in operation;Windows Server 2003 Standard
rz1-ams-01.ega.local;10.1.32.26;RZ1-ESX-39;CL_WEB;in operation;CentOS 5
RZ1-AOT-01.bev.int;10.1.64.37;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 Standard
rz1-app-01.ega.local;10.1.33.45;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-app-02.ega.local;10.1.33.46;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-APS-01;10.1.5.31;;;in operation;Windows Server 2008 R2
RZ1-APS-02.bev.int;10.1.4.32;;;in operation;Windows Server 2008 R2
RZ1-APS-03.bev.int;10.1.4.33;;;in operation;Windows Server 2008 R2
RZ1-APS-04.bev.int;10.1.4.34;;;in operation;Windows Server 2008 R2
RZ1-APS-05.bev.int;10.1.4.35;;;in operation;Windows Server 2008 R2
RZ1-ARC-01.bev.int;10.1.64.210;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-ASS-01.bev.int;10.2.7.4;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2008 R2 Standard
RZ1-AWI-01;10.1.29.11;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
RZ1-AWP-01;10.1.40.11;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
rz1-bom-01.bev.int;10.2.5.26;RZ1-ESX-50;CL_PU;in operation;CentOS release 5.8
RZ1-BPM-01.bev.int;10.2.5.22;;;in operation;Windows Server 2008 R2 Standard
RZ1-COM-01;;RZ2-ESX-31;CL_PU;in operation;Red Hat Advanced Server 2.1
RZ1-CON-01.bev.int;10.1.64.204;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-CRR-01.bev.int;10.2.5.25;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-DDC-02.bev.int;10.2.7.5;;;in operation;Windows Server 2008 R2 Standard
RZ1-EGA-01.ega.local;10.1.33.16;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
RZ1-EGA-03;10.1.33.17;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-EMR-01;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2003 Standard
rz1-etuapp-01.egatest.local;10.6.7.31;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-etumap-01.egatest.local;10.6.7.32;RZ2-ESX-37;CL_DMZ;in operation;Windows
rz1-etusoc-01.egatest.local;10.6.7.35;RZ1-ESX-36;CL_DMZ;in operation;Windows
RZ1-ETUWSA-01;10.6.8.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 5.2
RZ1-ETUWSA-01.egatest.local;10.6.8.21;;;in operation;CentOS 5.2
RZ1-FTP-01.bev.int;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2003 Standard
RZ1-GBS-01;10.1.34.21;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GBS-02;10.1.34.22;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GTUGBS-01;10.6.6.10;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GTUKFS-01;10.6.6.20;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-GWR-01;10.1.15.22;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
rz1-inf-01.ega.local;;RZ1-ESX-37;CL_DMZ;in operation;Red Hat Advanced Server 2.1
RZ1-KFS-01;10.1.34.32;RZ1-ESX-37;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-KFS-02;10.1.34.33;RZ1-ESX-36;CL_DMZ;in operation;CentOS Linux 7.8.2003
RZ1-LDC-01.bev.int;10.2.6.25;RZ1-ESX-31;CL_PU;in operation;Windows Server 2008 R2 Enterprise
RZ1-LDP-01;10.2.20.31;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.9.2009
RZ1-LIZ-01.bev.int;10.2.8.2;rz2-esx-32.bev.int;CL_PU;in operation;Rocky Linux 9.6
rz1-lpx-01.bev.int;10.2.8.1;RZ1-ESX-50;CL_PU;in operation;CentOS 4/5/6/7
rz1-map-01.ega.local;10.1.33.47;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz1-map-02.ega.local;10.1.33.48;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-MAT-01.bev.int;10.2.6.21;RZ1-ESX-32;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-02.bev.int;10.2.6.22;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-03.bev.int;10.2.6.23;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2008 R2 Standard
RZ1-MAT-04.bev.int;10.2.6.24;RZ2-ESX-35;CL_PU_MAT;in operation;Windows Server 2008 R2 Standard
RZ1-MST-01.bev.int;;;;in operation;Windows Server 2008 R2
RZ1-SIS-01.bev.int;10.2.5.24;RZ1-ESX-50;CL_PU;in operation;Windows Server 2003 Standard
RZ1-SMQ-01;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZ1-SMQ-02;;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
rz1-soc-01.ega.local;10.1.33.35;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ1-SOC-03.ega.local;10.1.33.37;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ1-SQL-01;;RZ1-ESX-34;CL_PU;in operation;Windows Server 2003 Standard
RZ1-STF-01.bev.int;10.2.7.1;;;in operation;Windows Server 2008 R2 Standard
RZ1-STI-01;10.1.29.21;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZ1-STP-01;10.1.40.21;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ1-TCP-01.bev.int;10.1.64.30;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 Enterprise
RZ1-TES-08;10.6.7.116;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz1-tes-11;;RZ1-ESX-46;CL_DB;in operation;Oracle Linux 4/5
rz1-tes-11.egatest.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Server 5.9
RZ1-WEB-01;10.1.32.16;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-02;;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-03;;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WEB-04;10.1.32.19;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ1-WIN-01.bev.int;10.2.10.1;;;in operation;Windows Server 2019 Datacenter
RZ1-WIN-02.user.bev.int;10.2.10.2;rz2-esx-32.bev.int;CL_PU;in operation;Windows Server 2025
RZ1-WSA-01;;RZ2-ESX-39;CL_WEB;in operation;CentOS
RZ1-XIG-01;10.1.40.15;;;in operation;Windows Server 2008 R2
RZ1-XIG-01N;10.1.40.15;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2019
rz2-adm-01.ega.local;10.1.33.118;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003 Standard
rz2-ads-01.bev.int;10.2.10.103;RZ1-ESX-50;CL_PU;in operation;Windows Server 2008 R2 Standard
rz2-ams-01.ega.local;10.1.32.126;;;in operation;CentOS 5
rz2-app-01.ega.local;10.1.33.145;RZ2-ESX-37;CL_DMZ;in operation;Windows
rz2-app-02.ega.local;10.1.33.146;RZ1-ESX-37;CL_DMZ;in operation;Windows
RZ2-APS-01;10.1.5.131;;;in operation;Windows Server 2008 R2
RZ2-APS-02.bev.int;10.254.97.132;;;in operation;Windows Server 2008 R2
RZ2-APS-03.bev.int;10.254.97.133;;;in operation;Windows Server 2008 R2
RZ2-APS-04.bev.int;10.254.97.134;;;in operation;Windows Server 2008 R2
RZ2-APS-05.bev.int;10.1.4.135;;;in operation;Windows Server 2008
RZ2-APS-06;10.1.4.136;;;in operation;CentOS 7
RZ2-AWI-01;10.1.29.111;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5
RZ2-AWP-01;10.1.40.111;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-BMP-01.bev.int;10.2.5.122;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2 Standard
RZ2-CIT-01.bev.int;10.2.7.109;;;in operation;Windows Server 2008 R2 Standard
RZ2-COM-01;10.2.8.110;RZ2-ESX-31;CL_PU;in operation;Red Hat Advanced Server 2.1
RZ2-CTS-61.bev.int;;;;in operation;Windows Server 2008 R2
RZ2-CTS-62.bev.int;10.2.7.162;RZ1-ESX-29;CL-CTX;in operation;Windows Server 2008 R2 Standard
RZ2-DDC-02.bev.int;10.2.7.105;;;in operation;Windows Server 2008 R2 Standard
rz2-ega-01.ega.local;10.1.33.116;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
rz2-etuapp-01.egatest.local;10.6.7.131;RZ1-ESX-37;CL_DMZ;in operation;Windows
rz2-etumap-01.egatest.local;10.6.7.132;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-ETUSOC-01.egatest.local;10.6.7.135;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2008
RZ2-ETUWSA-01;10.6.8.121;;;in operation;CentOS 5.2
RZ2-GBS-01;10.1.34.121;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GTUGBS-01;10.6.6.110;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GTUKFS-01;10.6.6.120;RZ2-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-GWR-01;10.1.15.122;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
rz2-ift-01;10.1.5.116;RZ1-ESX-39;CL_WEB;in operation;CentOS 4/5/6
rz2-imp-01.ega.local;10.1.33.149;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-KFS-01;10.1.34.132;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 9.6
RZ2-LDP-01;10.2.20.131;RZ1-ESX-31;CL_PU;in operation;CentOS Linux 7.9.2009
rz2-map-01.ega.local;10.1.33.147;RZ2-ESX-36;CL_DMZ;in operation;Windows
rz2-map-02.ega.local;10.1.33.148;RZ2-ESX-36;CL_DMZ;in operation;Windows
RZ2-OTUAOT-01;10.75.64.137;RZ2-ESX-37;CL_DMZ;in operation;Windows
RZ2-OTUTCP-01;10.75.64.130;RZ1-ESX-37;CL_DMZ;in operation;Windows
rz2-rac-01.ega.local;;RZ1-ESX-46;CL_DB;in operation;Red Hat Enterprise Linux 3
RZ2-RDS-01.bev.int;10.2.2.106;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2
RZ2-SMQ-01;;RZ2-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
RZ2-SMQ-02;10.1.64.172;RZ1-ESX-37;CL_DMZ;in operation;Rocky Linux 8.4
rz2-soc-01.ega.local;10.1.33.135;RZ1-ESX-37;CL_DMZ;in operation;Windows
RZ2-STF-01.bev.int;10.2.7.101;;;in operation;Windows Server 2008 R2 Standard
RZ2-STF-02.bev.int;;;;in operation;Windows Server 2008 R2
RZ2-STI-01;10.1.29.121;RZ1-ESX-39;CL_WEB;in operation;CentOS 7
RZ2-STP-01;10.1.40.121;RZ1-ESX-36;CL_DMZ;in operation;Rocky Linux 9.6
rz2-tam-01.egatest.local;10.6.7.24;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2003 Standard
rz2-tes-02;10.6.8.16;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Enterprise Linux 3
rz2-tes-03;;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Enterprise Linux 3
rz2-tes-04.egatest.local;;RZ2-ESX-37;CL_DMZ;in operation;Red Hat Enterprise Linux 3
RZ2-TES-08.egatest.local;10.6.7.16;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2003
RZ2-TES-08N;;;;in operation;Windows Server 2016
RZ2-TES-16.egatest.local;10.6.7.37;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
rz2-tms-01;10.6.8.18;RZ2-ESX-39;CL_WEB;in operation;CentOS 5
rz2-tms-01.egatest.local;10.6.8.18;;;in operation;CentOS 5
RZ2-WEB-01;10.1.32.116;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-02;;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-03;10.1.32.118;RZ2-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WEB-04;10.1.32.119;RZ1-ESX-48;eGA-WEB;in operation;Red Hat Advanced Server 2.1
RZ2-WIN-01.bev.int;10.2.10.101;rz1-esx-16;standalone;in operation;Windows Server 2019 Datacenter
RZ2-WIN-02.user.bev.int;10.2.10.102;rz1-esx-16;standalone;in operation;Windows Server 2025
RZ2-WSA-01;;RZ1-ESX-39;CL_WEB;in operation;CentOS 5.3
RZ2-XIG-01;10.1.40.115;RZ2-ESX-37;CL_DMZ;in operation;Windows Server 2019
RZ2-XIG-01B;;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ2-XIG-01N;;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZ2-ZDA-01.bev.int;10.2.11.103;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-3PR-01.bev.int;10.3.100.11;;;in operation;Windows Server 2008 R2 Standard
RZV-ACC-02.bev.int;10.2.3.100;;;in operation;Windows Server 2008 R2 Standard
RZV-ACC-03.bev.int;10.2.2.157;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019 Datacenter
rzv-adb-01.ega.local;;RZ2-ESX-46;CL_DB;in operation;Red Hat Enterprise Linux 3
RZV-ADD-01.bev.int;10.2.8.106;RZ2-ESX-33;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-adfs-01.user.bev.int;10.2.10.110;RZ1-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-ADI-01.ega.local;10.1.33.180;RZ2-ESX-36;CL_DMZ;in operation;Windows Server 2008 R2
RZV-ADM-02.bev.int;10.1.64.139;RZ1-ESX-37;CL_DMZ;in operation;Windows Server 2019 Datacenter
RZV-ADMOOD-01.bev.int;10.2.3.151;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-ADR-01;;;;in operation;CentOS Linux 7.9.2009
RZV-ADR-02;;;;in operation;CentOS Linux 7.9.2009
RZV-ADR-03;10.1.32.73;;;in operation;CentOS Linux 7.9.2009
RZV-ADS-01.bev.int;10.2.10.6;;;in operation;Windows Server 2019 Datacenter
RZV-ADS-03.bev.int;10.2.10.5;;;in operation;Windows Server 2019 Datacenter
RZV-AED-01;10.1.5.11;;;in operation;Windows Server 2019
RZV-AED-02;10.1.5.12;;;in operation;Windows Server 2019
RZV-AMT-01.bev.int;10.2.8.7;rz2-esx-34.bev.int;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-APOSQL-02.bev.int;10.1.4.65;rz1-esx-22.bev.int;CL_APOS;in operation;Windows Server 2008 R2
RZV-APPL-01.bev.int;10.2.8.30;RZ2-ESX-31;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-APS-01;;RZ1-ESX-31;CL_PU;in operation;Windows Server 2003 Standard
RZV-APT-01.bev.int;10.2.3.50;RZ1-ESX-34;CL_PU;in operation;Windows Server 2008 R2 Standard
rzv-apt-02.bev.int;10.2.3.150;RZ1-ESX-33;CL_PU;in operation;CentOS Linux release 7.9.2009
rzv-arc-01.bev.int;10.1.64.142;RZ1-ESX-36;CL_DMZ;in operation;Red Hat Enterprise Linux 8.10
RZV-ASS-11.bev.int;10.2.7.121;;;in operation;Windows Server 2019 Datacenter
rzv-bal-01.bev.int;;RZ1-ESX-46;CL_DB;in operation;Oracle Linux Server 8.6
RZV-BCPU-01;10.122.73.111;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BCTU-01;10.122.73.101;RZ1-ESX-36;CL_DMZ;in operation;Windows Server 2019
RZV-BEA-01.bev.int;10.2.2.181;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019
RZV-BEA-02.bev.int;10.2.2.182;RZ1-ESX-33;CL_PU;in operation;Windows Server 2019
RZV-BEA-03.bev.int;10.2.2.183;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
RZV-BEA-04.bev.int;10.2.2.184;;;in operation;Windows Server 2019 Datacenter
RZV-BEA-05.bev.int;10.2.2.185;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019 Datacenter
RZV-BEA-06.bev.int;10.2.2.186;RZ1-ESX-50;CL_PU;in operation;Windows Server 2019
RZV-BEA-07.bev.int;10.2.2.187;RZ1-ESX-34;CL_PU;in operation;Windows Server 2019
RZV-BEA-08.bev.int;10.2.2.188;RZ1-ESX-32;CL_PU;in operation;Windows Server 2019
RZV-BEA-09.bev.int;;;;in operation;Windows Server 2019 Datacenter
RZV-BEUAOT-01;10.70.2.137;RZ1-ESX-41;CL_BEU;in operation;Windows Server 2008
